product_id,sales,view_count
6221237,100,10000
6211556,50,2500
6203503,300,6400
5983379,400,20000
6211112,100,8100
6237008,600,20000
6234111,700,10000
6416502,50,10000
6034790,1000,16000
6137615,100,4000
6137627,300,5300
6137613,300,5800
6142627,100,3900
6041644,400,5300
6154819,1600,30000
6299893,100,12000
6174418,50,1200
6305662,50,8200
6305432,200,9600
6326051,200,7400
6224343,1500,30000
5879465,400,5800
6501597,100,2100
6460106,100,7500
6156260,200,3700
6238999,400,4700
6098015,800,20000
6098013,500,11000
6098010,100,6900
6331509,50,1800
6340020,50,13000
6046291,400,4600
6155561,300,4600
6432189,100,14000
6246979,300,14000
6089836,100,5000
6262054,200,8700
6300448,50,5200
5466466,400,10000
5661640,700,20000
5662188,600,11000
5895087,5500,17000
6236809,1700,40000
6251563,100,4500
6061788,50,800
5972144,1000,20000
6157663,300,11000
6176062,100,6100
6197079,12000,230000
6068184,10000,70000
6230371,2300,50000
5982722,3500,60000
6255589,3600,50000
6064511,1000,30000
6265580,4200,60000
6266538,2700,70000
6006614,50,1200
6092186,4800,30000
5918987,3400,30000
5921274,5000,70000
5866642,10000,50000
6154426,3600,60000
6255590,2200,30000
5919266,6000,80000
5945210,14000,70000
6164607,2700,40000
5795928,2400,80000
6238770,2700,40000
6405253,200,12000
5795893,900,20000
6152463,1400,19000
6299602,100,13000
5750446,300,7600
6110843,1100,20000
6391286,3400,80000
6439822,300,6700
6122223,100,7100
6278961,2100,30000
5903174,600,10000
5864297,18000,60000
6089885,100,5300
6329620,1700,20000
6078643,6700,40000
6301768,50,2000
6359009,2000,40000
6108861,50,7100
5860706,500,15000
6202204,1000,8000
5919801,2600,20000
6164604,400,10000
6439895,400,20000
5860705,600,12000
6312927,700,18000
5795926,1100,40000
5982721,1200,20000
6224315,1600,40000
6389715,400,11000
5901746,100,2500
5755287,200,6900
6031940,100,2500
6229306,1000,30000
5768101,400,12000
6297968,100,7800
6335903,100,9400
6164612,1300,20000
6108170,4700,40000
6079366,200,3700
5894275,100,2600
5864299,8500,18000
6229290,200,8300
5921072,1100,9800
5864864,500,7400
6123590,1000,20000
5934963,1600,20000
5750445,200,9500
5983425,400,13000
6146614,50,2000
6229206,200,30000
5755346,600,12000
6411503,200,11000
5755284,500,10000
6075221,1200,30000
5755288,100,6000
5795895,400,13000
5750448,400,17000
6203093,50,2400
6317952,800,17000
6322928,700,20000
6212103,900,9800
6149980,50,800
6182247,100,3400
5824390,600,30000
5768119,400,9400
6359010,200,8100
5982724,1000,8400
6219853,50,1700
6221839,1000,15000
6127802,200,2700
5944321,50,4700
6005602,1200,20000
6229208,200,13000
6255767,100,6500
5919305,400,5200
6137340,100,5300
6326890,100,5100
5755341,200,7100
6110845,3300,60000
5768120,600,13000
6238767,500,19000
6211670,700,9500
6026753,50,1300
6515288,50,1100
6132952,600,14000
6064520,400,8900
6332306,100,2700
6172609,50,1500
5815485,100,3200
5820419,400,9100
5978027,200,3900
5975326,100,4000
5755359,100,6000
5755356,50,2800
5755357,50,2300
5322288,50,1600
6062458,50,1900
6154430,200,5800
5942489,200,1500
6335894,50,6400
6079387,200,10000
6120469,50,1600
6075223,100,2900
6085083,700,10000
5971103,50,2200
6023942,100,8700
6411482,200,11000
5969253,1200,11000
5894434,800,2800
5903168,300,6800
5920850,3400,20000
5875610,50,700
6052834,50,3000
6350532,50,3700
5864294,8200,20000
5908731,100,1200
5908780,200,2000
6365160,50,7800
6143119,200,4500
5774852,300,5400
5899294,3800,15000
5916590,3100,20000
6148644,500,18000
6084848,100,2500
6111131,400,14000
6164605,100,5500
6185949,200,4000
5802209,13000,19000
5952499,100,2500
6084846,100,4500
6000291,100,2600
5871925,100,1000
6407685,100,8100
5795927,900,30000
5912534,50,1200
5797030,100,2300
6183572,100,6600
6179461,50,7200
5903165,100,1900
5911856,100,1800
5870436,200,2800
6089887,50,3300
5946395,50,750
6236671,50,1900
5888188,100,1600
6441487,300,9600
5858719,200,8100
6229386,50,4100
6229385,50,3700
5938783,50,2100
5755355,100,2900
6164606,1700,20000
6507747,100,12000
5866558,6800,60000
6175698,50,3500
6092188,1700,30000
6296337,100,9700
5894206,50,1700
5768106,100,3900
5858718,400,11000
6248167,100,6200
5934964,300,5600
6375964,100,7500
6067400,400,9900
6439877,200,6100
5909902,50,2500
6175490,50,2300
5755352,200,5200
5972533,200,10000
6411495,50,2700
6239798,900,16000
6124020,600,15000
6287108,400,20000
5944511,100,3400
5944476,100,2500
6238627,100,2500
6143128,100,3800
6049522,200,3400
5897683,50,1400
6192228,50,6800
5795976,50,3800
6269301,100,1800
6352770,50,1400
6288590,200,4400
6244977,50,2600
6020523,300,5600
5859124,50,2700
6066555,50,1700
6322931,300,15000
5923146,200,4400
5951153,50,1100
6378659,200,5500
5952497,50,750
5892071,800,17000
5859122,400,11000
5859119,300,4100
5859114,100,1600
5870503,300,9500
5969353,400,7400
6114134,600,20000
5871617,900,14000
6092187,3000,30000
6070066,100,20000
6199281,50,9300
6197078,800,11000
5937490,50,1100
5952495,100,1400
5849537,100,2600
6049473,50,4700
5959096,1000,8800
6091061,500,11000
5982729,1100,14000
5951696,50,2200
5755336,100,6600
6248257,50,1500
6341600,50,2100
5876373,50,1000
5915428,4300,20000
5931105,600,12000
6052428,50,4200
5980895,800,40000
6382829,500,18000
6334140,200,9800
6334138,100,6200
6318327,50,1200
6092386,100,2600
5934879,1500,10000
6235530,200,3900
6199269,200,6400
6331379,100,5700
5864286,2800,19000
6094800,100,1500
6213196,300,8200
5755285,100,7400
5904708,50,1100
5904706,50,1400
6312088,200,5500
5824388,300,20000
6261836,100,11000
6359631,50,8200
6120332,100,4600
5908751,200,2200
6056579,1300,30000
6091983,300,11000
6123594,100,6200
6178807,50,5400
6123608,50,4200
5770758,200,1800
6145255,900,20000
5885610,50,1400
6154072,300,13000
6364351,400,17000
5903176,800,11000
6072000,50,4100
5906086,1000,8900
5951110,50,650
5796373,100,1800
6119340,600,17000
5967093,200,2700
6121800,1700,20000
6026931,200,7200
6381726,50,5600
6283764,50,5700
5897677,300,3700
6154429,600,8200
6164608,1900,30000
5968245,200,2800
6082337,100,2800
6192755,500,11000
5755335,400,9500
6022209,100,2000
6217134,600,17000
6115300,100,2600
6391376,400,7600
6054658,50,2100
6007042,200,3000
6034097,100,1100
6193832,50,3400
5943568,50,2200
5815482,100,3700
5755347,100,4200
6015232,500,11000
5956411,1600,11000
6111762,200,5200
6312187,300,7400
6150969,300,12000
6091259,50,1100
5873819,300,10000
5873654,400,2600
6368464,50,1400
5930331,100,2900
6285361,50,2500
6031938,50,2300
5999944,100,4700
5755340,300,7400
6199261,50,3600
6330274,500,11000
6071165,100,2400
5915858,50,1100
6217388,100,7500
6172611,200,5300
6115203,100,2300
6143124,50,2200
6253516,50,4100
5837997,1300,9100
6119339,1500,30000
5886749,50,3800
6329615,900,12000
6175780,100,4300
5820423,100,5400
5953457,1400,10000
6202319,200,2800
5815484,100,4900
5983418,50,600
6380856,300,11000
6380860,200,7800
6318417,100,2200
6352768,100,5800
5998710,50,4900
5902842,100,600
5791537,100,850
6318438,50,850
5998519,200,1700
6111132,50,2000
5928457,300,9000
6299611,50,3700
6336849,50,3300
6285350,100,4500
6191106,100,4300
6426192,50,2000
5934961,1500,14000
5871982,50,250
6048129,200,3700
6271273,400,5300
6347249,50,3500
5893929,100,550
6042266,50,600
6022199,200,9600
5755286,400,19000
5945202,300,8800
5928541,800,11000
5983424,100,3600
6120267,50,1600
5757899,100,3900
5757900,50,2400
6507746,50,5700
6143121,100,3400
6363423,300,12000
5894437,2300,7300
6294202,200,6500
5994049,50,1200
5755311,100,5900
5936102,100,3200
6287125,200,6700
6177005,300,14000
6148749,100,6900
6154516,300,8900
6301740,200,12000
6017284,100,1400
6103413,100,5000
6110844,700,15000
6000402,300,7400
6174877,100,2700
5995449,50,1600
6435455,50,2400
6150961,400,9500
5956403,100,1700
5934880,600,3100
5899307,1900,7600
6248086,100,4500
6224875,100,6400
5911513,1100,5400
6363430,100,9000
6363433,100,6500
5911449,100,6600
5986830,100,2900
6014436,300,13000
6124021,100,8100
6039776,50,1300
5755271,400,2500
5755312,200,5200
6261838,50,7000
6212706,50,1200
5864285,3400,20000
5994026,200,3700
6392318,400,13000
6168596,50,3400
6191109,50,2500
5919032,1200,10000
5755289,400,9400
5750447,300,12000
6091255,50,550
5755291,50,2400
6038605,500,6500
5874278,400,6800
6038608,200,2800
6084722,700,5500
6298002,300,15000
6195540,50,6800
6251241,100,3900
6084837,50,3400
6212723,100,5200
6164602,400,11000
6499247,50,1500
5768114,100,5400
6041790,100,2000
5968246,100,3300
6236655,100,1500
5930820,200,4300
6175820,100,4900
5755337,200,8000
6123596,100,3800
6224314,700,12000
6224312,200,6900
5860703,300,9700
5897347,400,14000
6304750,100,9800
5768102,100,2000
5821636,500,2600
6234989,50,3800
6235066,100,3400
6157179,100,1700
5755334,700,14000
5860716,1100,12000
6248259,1100,8500
6131105,50,2100
6178395,100,1600
5877249,300,7700
6288246,100,2100
5977356,100,3500
6338111,50,1200
5815489,400,4100
6393292,200,4600
5449145,500,6800
6390793,200,4000
6230191,50,1200
6275094,100,8700
5768122,300,10000
5795892,200,9400
5795891,200,7000
5795890,200,4400
6053501,50,400
5944335,100,4500
5860696,500,2800
6227172,100,2600
5881740,100,1900
6134465,50,800
5755278,50,2400
5767021,200,4200
5755350,100,3700
5755349,100,3100
5755361,50,3900
5755360,50,3100
5829560,500,5900
6280769,100,7400
6280755,50,3200
5968974,50,2400
5881991,200,3300
5815483,50,1800
6046455,50,1300
6441507,50,3100
6328880,100,7000
6394391,50,1900
6363324,50,3300
6225858,300,3700
6225862,400,14000
5935161,400,7500
6255765,200,6500
5795925,100,13000
6262222,100,5900
5929120,100,9200
6270564,50,3700
6131828,400,7000
6046318,200,2100
6226162,50,1600
6214061,200,10000
5695797,900,30000
6092190,6400,80000
5695796,600,16000
5695795,1200,50000
5897765,100,2100
6326050,1100,50000
5721304,100,5800
5990760,1600,50000
6251560,50,7500
5734701,200,8800
6051318,100,12000
6069482,100,3300
5924507,50,1400
6081796,200,4200
6220531,50,2000
6176365,50,2200
5980112,1400,17000
5662197,500,6900
6216223,100,6000
5795971,200,14000
5930123,400,3200
6492271,50,1300
5951991,50,700
6100901,1600,20000
5994876,1100,12000
5839106,400,1300
5860699,300,3600
6445801,100,8300
6350531,400,19000
6035171,100,4100
5795929,300,12000
6048605,400,17000
5870526,2200,20000
5721303,400,11000
5870962,900,13000
5919870,100,1000
6084925,200,1700
5874823,100,600
5973119,50,5500
5948578,50,350
5876375,50,1700
6111755,200,6500
6192200,50,4500
6051156,200,15000
6057479,5900,50000
6076749,300,6700
5899194,800,2800
6298180,100,5600
5900201,600,13000
5755306,100,1200
6331970,50,3200
6070651,50,1300
5909712,50,2100
5943431,2800,30000
5943429,2800,20000
5943430,300,8400
5910326,200,3300
6000377,50,850
5992259,400,2100
5662181,300,4200
5662200,300,3800
6005025,200,6500
5734698,300,11000
6051317,50,7600
6133753,50,5400
5811325,100,9600
5939060,200,1800
5662198,200,3000
6011866,100,3400
6394273,50,3900
6015152,50,1900
6002714,100,2200
5923321,500,4000
5721306,100,6900
5898338,1600,2000
5721296,100,850
5755625,50,2300
5671230,50,3900
5849242,100,14000
6121748,100,2400
5755623,300,10000
5671236,500,30000
6229909,100,3500
5695798,700,20000
5695799,400,15000
5953433,200,10000
5983390,100,1100
6213448,100,4100
5932521,100,1000
6355810,200,4800
6041872,800,15000
6331313,50,5900
5626720,300,8500
6014521,300,4100
5864298,1200,2500
5755364,50,3400
5753636,100,4500
5795970,50,4900
6127413,1300,14000
6021297,50,3100
5984599,100,8100
5927502,100,3200
5923260,100,950
5994913,50,3600
5662183,100,2000
5996487,200,3300
5795931,500,12000
6051319,50,9400
5948055,1600,17000
5795930,200,8500
5671203,100,10000
6013272,50,1400
6234409,800,14000
6059173,100,1000
6019351,600,1000
5989085,50,1100
5466470,400,1300
5923266,100,1000
5916182,1800,18000
5916742,600,2200
5671232,50,6700
5982730,400,4400
5982726,600,8600
5795972,100,7200
6041618,1200,16000
5973129,50,2200
6109219,50,5200
5910270,3800,4800
6048606,100,3200
5876523,50,700
5968568,100,2400
5909711,100,4100
6266942,100,5100
5929097,1000,7200
5876530,300,2300
6051006,100,1300
5928554,1400,2400
5864281,100,2200
5866788,2000,1700
5856676,800,7100
5695781,100,2400
5695783,100,3300
5848658,1200,1600
4698054,200,650
5966600,100,8300
5899306,400,1500
5963446,400,2500
6286537,50,1100
5695782,100,2400
5671234,200,7600
6195094,2400,20000
6000424,300,5600
5941538,1700,7000
6101999,100,7800
5701880,50,2800
5960190,200,5900
5908006,400,1200
6032982,100,2100
6103690,300,2900
5938569,50,8900
5869369,50,700
6002272,200,850
5996711,1000,550
6032299,50,850
5990761,300,30000
5948581,500,1400
5759548,3600,20000
6016017,1700,17000
5928567,600,6700
6035174,1100,12000
5993520,100,6800
6367307,100,9800
6129512,100,7200
6024472,300,16000
5960873,100,2700
6051864,50,9600
5924495,1000,17000
5894703,700,15000
5866815,4700,5800
5755363,200,10000
6024471,1400,18000
6310628,50,5800
6018350,100,9300
6218663,100,8800
6431236,50,3400
6017109,200,9000
6005543,700,8900
6009183,300,6600
6140464,100,5800
5886401,100,5900
5899301,3200,16000
6012536,200,3100
5671244,600,14000
6286683,50,11000
5996268,50,10000
5829851,2600,6100
5915612,100,4300
6104961,900,17000
6284785,100,10000
6016013,1700,9900
6227865,50,4800
6064329,500,5100
5994877,400,8600
5750480,700,5700
6275700,50,4600
6041633,600,7300
6036177,50,5300
5982825,400,6800
5968925,50,1400
5734699,100,7000
6109106,400,4300
5929101,50,7300
6255481,100,5200
6026187,100,6000
5871612,200,4800
6084316,200,9800
6064315,100,3700
5893673,300,5400
6136350,50,4100
6101998,100,10000
5990762,100,8200
5874491,900,7600
6326053,50,5100
6076751,100,4600
6314223,50,4100
6298179,100,6200
6260177,800,9400
6182222,100,4300
5959392,400,5800
5915063,500,8300
6149015,50,5100
6109105,500,4800
6083423,100,5900
5902563,500,5900
6401811,50,5100
6227244,300,7600
6005539,200,5600
5947552,100,8400
5872106,1600,3200
5864289,3000,11000
5852531,600,4100
6021296,50,4500
6017114,100,5900
6012422,100,4700
6010637,50,7500
5992470,100,4800
5985944,100,2700
5936164,1700,5700
5909623,100,2300
5820431,400,1500
6260178,50,3900
6083485,100,7500
6035188,100,3200
6023628,100,5500
5929098,300,5200
5925356,200,4100
5913821,50,1200
5817504,200,4300
6247126,200,10000
6114125,100,4200
6035180,50,2800
6005541,400,4600
6005534,50,600
5918871,50,2200
5915068,400,5500
5872552,100,550
6326063,200,7000
6259277,100,7900
6107994,100,6600
6079029,50,4900
6045607,50,4500
6026188,50,2000
6024469,700,5300
5982728,1500,7100
5982720,200,4000
5980648,200,9700
5968876,500,2300
5935035,50,3200
6223939,50,4700
6192204,100,4600
6165379,50,4300
6058404,50,1500
5970726,50,2600
5947551,100,6000
5929102,100,7800
5925357,100,4400
5924498,50,1900
5918874,50,4600
5898368,1300,6100
5806170,400,1600
6026708,50,2300
6015145,100,4700
5994906,50,1700
5918875,50,2600
5918870,50,4800
5911397,100,2700
5909740,50,2900
5859932,1200,5700
5844915,400,4100
5825924,50,2800
5662184,100,2900
6445916,50,3700
6143693,200,4800
6114116,50,5400
6096888,100,3800
6089003,50,2500
6073698,50,600
6060943,100,1500
6012200,600,6300
5994907,100,3200
5960872,100,1400
5913088,50,1400
5911363,500,1300
5909629,50,2300
5902559,100,2500
5901743,300,3600
5898780,7800,3500
5864290,800,4500
5849240,50,4000
6298198,50,4100
6177677,100,4700
6131584,50,1700
6099728,100,4200
6085523,50,2100
6060332,50,1800
6052419,100,2900
6021332,50,2700
5984444,300,5500
5952156,100,1000
5915561,200,4100
5901745,50,2100
5897676,200,2900
5849243,100,6100
5821632,300,3000
5671247,200,8300
6050702,300,1000
6031981,400,2300
6011591,100,2100
5982826,50,2500
5975120,200,6100
5951766,100,1800
5928568,100,2900
5922681,100,2300
5903615,50,2000
5901742,300,2300
5901740,300,3100
5899764,1000,3500
5899300,900,2900
5899195,700,2100
5849288,100,5100
5825948,50,2000
5662199,100,2600
6239344,50,3500
6176351,50,2600
6108143,100,1100
6093483,50,3000
6070731,50,1500
6021248,100,1300
6015149,50,3200
6005538,300,5400
5996267,50,3000
5971217,100,1000
5937253,50,2100
5936191,50,1600
5932501,300,2000
5908832,300,2600
5903154,300,1000
5894704,100,2000
5886360,50,1600
5873324,50,1900
5819287,500,2000
5813203,100,1200
5755365,50,3200
5755321,600,2800
5753638,50,3400
5671204,100,5900
5662201,200,3900
6304675,50,3700
6267204,50,4000
6171072,50,1900
6147324,50,1500
6058439,50,2500
6041357,50,550
6039783,100,1000
6022760,600,3200
5982719,50,1500
5968330,50,2000
5960871,100,1000
5949932,200,1900
5948067,800,7600
5929760,200,8600
5899492,800,2700
5891091,100,1900
5874495,50,3300
